ID,EN Title,EN Keywords,References
cn01895,The lame man begs for money from Peter and John.,silver; gold,ACT03
cn01896,Peter takes the lame man's hand.,miracle; silver; gold,ACT03
cn01897,"The lame man leaps and jumps, praising God.",miracle,ACT03
cn01898,Peter addresses the crowd.,Solomon's colonade,ACT03
cn01899,Peter and John are arrested.,priest; captain; guard,ACT04
cn01900,priests,ephod; turban; elders,ACT04
cn01901,Peter and John are warned by the priests to stop preaching.,priests; elders,ACT04
cn01902,close up of Peter,Simon,ACT01; ACT02; ACT
cn01903,Peter and the believers kneel to pray.,Spirit,ACT04
cn01904,Peter receives money from Barnabas.,land; sold; Joseph; Levite,ACT04
cn01905,Ananias gives money to Peter for land sold.,Sapphira; falsehood,ACT05
cn01906,Peter,Simon,ACT05
cn01907,Sapphira lies about the money.,Ananias; land; sold,ACT05
cn01908,Sapphira dies,Ananias,ACT05
cn01909,The apostles heal sick people.,lame; children; mothers; Peter; miracle,ACT05
cn01910,An apostle heals a lame boy.,mother; Peter,ACT05
cn01911,An angel frees the apostles from prison.,released,ACT05
cn01912,Peter replies to accusations before the Sanhedrin.,Jerusalem; priests; enraged,ACT05
cn01913,Gamaliel intercedes for the apostles before the Sanhedrin.,Pharisee; teacher,ACT05
cn01914,Stephen preaches to the crowd.,grace; power; wisdom,ACT06
cn01915,Stephen is brought before the Sanhedrin.,false accusations; synagogue,ACT06
cn01916,caravan,merchants; travelers,ACT07; GEN37
cn01917,Joseph becomes an Egyptian ruler.,Egypt; famine; Jacob; brothers,ACT07; GEN37
cn01918,"Baby Moses, Pharaoh's daughter and Miriam",Egypt; sister,ACT07;EXO02
cn01919,Moses approaches the burning bush.,holy,ACT07; EXO03
cn01920,Israelites worship a golden calf.,idol; music; dance,ACT07; EXO32; DEU09
cn01921,a tent tabernacle,altar; ark,
cn01922,close up of Stephen,deacon; martyr,ACT07
cn01923,Stephen is stoned.,deacon; martyr; Paul,ACT07
cn01924,Saul arrests the believers.,persecute; prison; family; destroy,ACT08
cn01925,Believers flee from persecution.,scattered; Judea; Samaria,ACT08
cn01926,a caravan of persecuted believers,scattered; Judea; Samaria,ACT08
cn01927,Peter lays hands on the paralyzed man.,Aeneas; Lydda; bedridden,ACT09
cn01928,a market in Samaria,merchants; gate,ACT08
cn01929,Philip has a dream while sleeping.,angel,ACT08
cn01930,Philip on a desert road,Gaza,ACT08
cn01931,An Ethiopian Eunuch is found by Philip.,chariot; read; Isaiah,ACT08
cn01932,Philip explains the scriptures to the Ethiopian Eunuch.,chariot; read; Isaiah,ACT08
cn01933,The Ethiopian Eunuch is baptized by Philip.,rejoice; water,ACT08
cn01934,Paul's conversion: kneeling on the Damascus road,blind; voice; persecute,ACT09
cn01935,Ananias has a vision.,Lord; Saul,ACT09
cn01936,Paul preaches in the synagogue.,Damascus,ACT09
cn01937,Paul is lowered in a basket to escape.,disciples,ACT09
cn01938,"Barnabas, Paul and Peter",Jerusalem; apostles,ACT09
cn01939,a ship in a port with cargo,Tarsus,ACT09
cn01940,Peter prays for Dorcas to live.,Tabitha; dead,ACT09
cn01941,Peter shows Dorcas to her friends.,saints; widows; healed; Tabitha,ACT09
cn01942,women at a well,,GEN24; EXO02
cn01943,Cornelius praying,centurion; devout; Gentile,ACT10
cn01944,Peter and Cornelius: Peter prays on the roof.,Caesarea,ACT10
cn01945,Peter and Cornelius; Peter has a vision of unclean animals.,impure; reptiles,ACT10
cn01946,Peter and Cornelius: Cornelius kneels before Peter.,Gentile; devote; Caesarea,ACT10
cn01947,Peter and Cornelius: Peter addresses Cornelius' household,Gentile; teaching; Caesarea,ACT10
cn01948,Peter is with Jewish believers.,displeased,ACT11
cn01949,Paul and Barnabas,apostles; tent makers; Antioch,ACT11
cn01950,Paul and Barnabas,apostles; tent makers; Antioch,ACT11
cn01951,family inside their house,mother; father; children,
cn01952,Paul and Barnabas bring gifts to the needy.,coins; famine,ACT11
cn01953,Two angels free Peter from prison.,guards; shackles; escape; miracle,ACT12
cn01954,Peter knocks on the door after escape from prison.,Rhoda; prayer meeting,ACT12
cn01955,Peter greets friends after escape from prison.,Rhoda; Mary; miracle,ACT12
cn01956,Herod is worshipped by the crowd.,royal; robes; god,ACT12
cn01957,ship,sails,
cn01958,ship,sails,
cn01959,"Paul, Barnabas and John Mark",apostles,ACT12
cn01960,The sorcerer Elymas is rebuked by Paul.,Paphos; Bar-Jesus; blind,ACT13
cn01961,Paul preaches in the synagogue.,scroll; temple; Sabbath,ACT13
cn01962,Jewish troublemakers,jealous; contradict; slander; blaspheme,ACT13
cn01963,Paul prays for the lame man to be healed.,Lystra; crippled,ACT14
cn01964,Paul and Barnabas refuse sacrifices.,Zeus; Hermes; gods,ACT14
cn01965,Paul is stoned and dragged out of the city.,Jews; persecute,ACT14
cn01966,After Paul was stoned his friends helped him.,disciples; wounded,ACT14
cn01967,After Paul was stoned his friends helped him.,disciples; wounded,ACT14
cn01968,men walking on a road,Paul; Barnabus; Derbe,ACT14
cn01969,ship,sails,
cn01970,Paul with elders,appointed; Lystra; Antioch; Iconium,ACT14
cn01971,Paul with elders,appointed; Lystra; Antioch; Iconium,ACT14
cn01972,city and seaport,boats,ACT14
cn01973,Paul with two men,disciples,ACT14; ACT15
cn01974,Peter,Simon,ACT01; ACT02; ACT
cn01975,Paul addresses the Jewish leaders.,instruct; teach,ACT14; ACT15
cn01976,Paul,Saul,ACT09
cn01977,Barnabas addresses the church.,teach; instruct,ACT15
cn01978,Paul walks with some men,Barnabus; Silas; Barsabbas,ACT15
cn01979,Timothy and Paul,apostles,ACT16
cn01980,"Silas, Paul and Timothy",apostles,ACT16
cn01981,Paul's vision of a Macedonian man,request; journey; Macedonia,ACT16
cn01982,"Lydia with Paul, Silas and Timothy",Philippi; merchant,ACT16
cn01983,A slave girl with Paul and his companions,fortune-teller; divination; masters,ACT16
cn01984,Paul prays and the slave girl is healed.,released; spirit,ACT16
cn01985,The slave girl is healed.,released; spirit,ACT16
cn01986,The owners of the slave girl seize Paul.,anger; authorities; judge,ACT16
cn01987,Silas and Paul are judged by the city officials.,authorities; arrested,ACT16
cn01988,Paul and Silas are put in stocks.,prison; beaten,ACT16
cn01989,the Philippian jailer and Paul,sword; prison,ACT16
cn01990,The Philippian jailer washes Paul's wounds.,conversion,ACT16
cn01991,Paul leaves his friends.,Lydia,ACT16
cn01992,Paul preaches from a scroll.,scriptures; Sabbath; synagogue,ACT17
cn01993,Paul preaches in Athens at Areopagus.,altars; gods; idols,ACT17
cn01994,Paul reads from a scroll.,scriptures; Sabbath; synagogue,ACT17
cn01995,Paul at a temple in Athens,scriptures; Sabbath; synagogue,ACT17
cn01996,altar to the unknown God,temple; idols,ACT17
cn01997,Paul is making a tent.,Priscilla; Aquila; Corinth,ACT18
cn01998,altar to the unknown God with inscription,temple; idols,ACT17
cn01999,Paul is making a tent.,Priscilla; Aquila; Corinth,ACT18
cn02000,Aquila and Priscilla with Paul,Jewish; friends,ACT18
cn02001,The sons of Sceva are with a demon possessed man.,exorcist,ACT19
cn02002,The Ephesian sorcerers burn their scrolls.,magic; books,ACT19
cn02003,The Ephesian sorcerers burn their scrolls.,magic; books,ACT19
cn02004,A riot starts in Ephesus. The city clerk addresses the people.,Demetrius; Diana; Artemis,ACT19
cn02005,Eutychus falls out of a window while Paul preaches.,dead; midnight; asleep,ACT20
cn02006,ships in harbor,cargo; port,ACT20
cn02007,Paul teaches the elders.,,ACT20; ACT21
cn02008,Paul teaches the elders.,,ACT20; ACT21
cn02009,Paul is with friends at the harbor.,a farewell,ACT20
cn02010,Paul leaving friends,a farewell,ACT20
cn02011,Paul leaving friends,a farewell,ACT20
cn02012,Paul is accused at the temple.,arrested; seized,ACT21
cn02013,Paul was beaten by the crowd.,guard; turmoil; shouts,ACT21
cn02014,Paul was beaten by the crowd.,guard; turmoil; shouts,ACT21
cn02015,Soldiers protected Paul from the crowd.,mob; Roman; commander; arrested,ACT21
cn02016,Paul and soldiers meet with accusers.,mob; Roman; commander; arrested,ACT21
cn02017,Young Paul at the Tarsus harbor,cargo; port; ship; Saul,ACT21
cn02018,Young Paul in an ornate building,arch; temple; colonnade; Saul,ACT22
cn02019,Young Paul studied with Gamaliel.,a scroll; temple; Saul,ACT22
cn02020,Paul presents his case to the priests.,Sanhedrin,ACT22
cn02021,Paul and men travel on horseback.,conversion; persecute,
cn02022,Paul's conversion: lying on the road to Damascus,blind; persecute; Jesus; light,ACT09; ACT22
cn02023,Paul's conversion: lying on the road to Damascus,blind; persecute; Jesus; light,ACT09; ACT22
cn02024,Roman soldier,helmet; armor,ACT22
cn02025,Soldiers tied Paul for a beating.,Roman; flog,ACT22
cn02026,Soldiers tied Paul for a beating.,Roman; flog,ACT22
cn02027,Soldiers tied Paul for a beating.,Roman; flog,ACT22
cn02028,Jewish troublemakers,conspiracy,ACT23
cn02029,Paul was warned by his nephew of an ambush plot.,barracks; castle; chains,ACT23
cn02030,Paul was warned by his nephew of an ambush plot.,barracks; castle; chains,ACT23
cn02031,Paul was warned by his nephew of an ambush plot.,barracks; castle,ACT23
cn02032,Paul was warned by his nephew of an ambush plot.,barracks; castle,ACT23
cn02033,Roman soldiers,helmet; spear; breastplate; sword,ACT23
cn02034,Agrippa and Festus question Paul.,Bernice; King; auditorium; commanders; leaders; witness,ACT25
cn02035,Agrippa and Festus question Paul.,Bernice; King; auditorium; commanders; leaders; witness,ACT25
cn02036,Agrippa and Festus question Paul.,Bernice; King; auditorium; commanders; leaders; witness,ACT25
cn02037,Agrippa questions Paul.,witness; soldier; king,ACT25
cn02038,Roman soldiers escort Paul in chains.,helmet; breastplate; spear,ACT25
cn02039,Roman soldiers escort Paul in chains.,helmet; breastplate; spear,ACT25
cn02040,Roman soldiers escort Paul in chains.,helmet; breastplate; spear,ACT25
cn02041,Roman soldiers escort Paul in chains.,helmet; breastplate; spear,ACT25
cn02042,Paul and passengers are on the ship in a storm.,prisoners; waves; cyclone; Crete,ACT27
cn02043,Paul and passengers are on the ship in a storm.,prisoners; waves; cyclone; Crete,ACT27
cn02044,The ship is wrecked in the storm.,wind; waves; sink,ACT27
cn02045,shipwreck: the passengers are in the sea,prisoners; swim; overboard,ACT27
cn02046,Paul and the passengers reach the shore.,beach; survive; ship wreck,ACT27
cn02047,Paul and the passengers reach the shore.,beach; survive; ship wreck,ACT27
cn02048,A poisonous snake bites Paul.,viper; fire,ACT28
cn02049,A poisonous snake bites Paul.,viper; fire,ACT28
cn02050,A poisonous snake bites Paul.,viper; fire,ACT28
cn02051,Paul shakes the snake into the fire.,viper; poisonous,ACT28
cn02052,Paul shakes the snake into the fire.,viper; poisonous,ACT28
cn02053,Paul prays and Publius' father is healed.,fever; dysentery,ACT28
cn02054,Paul meets the Roman Christians.,greet,ACT28
cn02055,Paul and his guard meet visitors.,soldier; preach; Romans,ACT28
cn02056,house and family,two storey; home,ACT28; 1CO16
cn02057,city gate and merchants,market,ACT28; 1CO16
cn02058,Paul is at a desk writing.,scrolls; letters,ACT28; 1CO16
cn02059,Paul is at a desk writing.,scrolls; letters,ACT28; 1CO16
cn02060,Paul is writing at a desk.,scrolls; letters,1CO16
cn02061,Paul is writing at a desk.,scrolls; letters,1CO16
cn02062,Paul is writing at a desk.,scrolls; letters,1CO16
cn02063,Paul receives gifts for other believers.,collection; saints,ICO16
cn02064,A farmer is sowing seed.,field; sower; plant,2CO09; MAT13; MRK04; LUK08
cn02065,false prophet,lies; worthless,MAT24; MRK13; 2PE02; MAT07
cn02066,Paul reads the scroll.,letters; study,ICO16
cn02067,"ox, plow, yoke",farmer; field,ISA28; LUK17; 1CO09
cn02068,Paul writes in prison.,soldier; scroll; chains; letters,ACT28
cn02069,Paul writes in prison.,soldier; scroll; chains; letters,ACT28
cn02070,soldier guarding doorway,spear; shield; helmet; breastplate,ACT22; ACT28
cn02071,Tychicus with Paul,friend; believer; messenger,ACT20; EPH06; COL04; TIT03; 2TI04
cn02072,A soldier talks with Paul.,armor; chain; guard,ACT22; ACT28
cn02073,A soldier talks with Paul.,armor; chain; guard,ACT22; ACT28
cn02074,Paul receives gifts for needy believers.,collection; saints,1CO16
cn02075,Paul receives gifts for needy believers.,collection; saints,1CO16
cn02076,A family kneels and prays.,father; mother; children,
cn02077,Paul writes at a desk.,scrolls; letters,1CO16
cn02078,Paul writes at a desk.,scrolls; letters,1CO16
cn02079,building a house,construction; builders; scaffold,LUK06; PSA127
cn02080,women sort food,meal; mother; daughter,
cn02081,A farmer plows with oxen.,sower; field; yoke,ISA28; LUK17; 1CO09
cn02082,women cleaning the grain,glean,RUT02
cn02083,women weaving cloth,clothing; fabric,EXO35; ACT09
cn02084,A woman and her boy help a sick man.,family; ill,
cn02085,Felix orders a soldier.,centurion; guard,ACT24
cn02086,scrolls,parchments,ACT19; 2TI04
cn02087,Timothy and Paul with scrolls in prison,parchments; soldier,2TI04
cn02088,Timothy and Paul with scrolls in prison,parchments; soldier,2TI04
cn02089,Onesimus and Paul,child; son; father,PHM10
cn02090,Onesimus and Paul,child; son; father,PHM10
cn02091,Onesimus and Paul,child; son; father,PHM10
cn02092,ark of the covenant and a Levite,tabernacle; priest,EXO40; ACT07; HEB09
cn02093,A priest is at the altar with a burnt offering.,tabernacle,EXO40; ACT07; HEB09
cn02094,Noah's ark in the flood,saved; faith,HEB11
cn02095,Baby Moses with his mother and Miriam,"faith, sister; basket; Nile",EXO02; ACT07; HEB11
cn02096,Passover: Father puts blood on the doorposts.,destroyer; firstborn,EXO12; HEB11
cn02097,The Israelites cross the Red Sea.,Moses,HEB11
cn02098,Moses leads the Israelites through the Red Sea.,miracle,EXO14; HEB11
cn02099,The Israelites march around the walls of Jericho.,conquer; army,JOS05; HEB11
cn02100,The walls of Jericho crumble.,Israelites; destruction; horn,JOS05; HEB11
cn02101,Travelers are welcomed into a home.,hospitality,
cn02102,A sick man is with friends.,ill,LUK05
cn02103,John is writing on a scroll.,vision; revelation,REV01
cn02104,"Balaam, donkey and angel",talk; rebuked,NUM22
cn02105,John,apostle,REV01
cn02106,John talks with a man.,apostle; scroll,REV01
cn02107,Jesus knocks on the door.,invitation; request; salvation,REV03
cn02108,musical instrument: harp,praise; mourn; lyre,REV14
cn02109,sickle,harvest,DEU16; DEU23; JER50; JOL03;MRK04; REV14
cn02110,reaping grain,harvest,1SA06; 2CO09
cn02111,A man knocks on the door.,entrance,MAT07; LUK11; REV03
cn02112,Paul is lowered in a basket to escape.,wall; disciples,ACT09
cn02113,"Barnabas, Paul and Peter",apostles,ACT09
cn02114,Paul and Barnabas bring gifts to the needy.,offerings,ACT11
cn02115,"Paul, Barnabas and John Mark",apostles,ACT12
cn02116,Elymas the sorcerer and Paul,Paphos; Bar-Jesus; blind,ACT13
cn02117,Paul is preaching in the synagogue.,teacher,
cn02118,Paul prays for healing of a lame man.,Lystra; crippled,ACT14
cn02119,Paul and Barnabas refuse sacrifices.,Zeus; Hermes; gods,ACT14
cn02120,Paul speaks with two men.,teacher,ACT14; ACT15
cn02121,Paul addresses the Jerusalem leaders.,teach,ACT14; ACT15
cn02122,Paul,Saul,
cn02123,Paul and some men walking,disciples,ACT15
cn02124,Timothy and Paul,apostles,ACT16
cn02125,"Silas, Paul and Timothy walking",apostles,ACT16
cn02126,Paul has a vision of a Macedonian man.,request; journey; Macedonia,ACT16
cn02127,"Lydia speaks with Paul, Silas and Timothy.",Philippi; merchant; dealer,ACT16
cn02128,A slave girl is with Paul and his companions.,fortune-teller; divination; masters,ACT16
cn02129,The slave girl is healed by Paul.,released; spirit,ACT16
cn02130,The owners of the slave girl seize Paul.,angry; authorities; judge,ACT16
cn02131,Silas and Paul are judged by the city official.,authorities; arrested,ACT16
cn02132,Paul and Silas are put in stocks.,prison; beaten,ACT16
cn02133,a Philippian jailer and Paul,sword; prison,ACT16
cn02134,The Philippian jailer washes Paul's wounds.,household; baptism,ACT16
cn02135,Paul leaves his friends.,Lydia,ACT16
cn02136,Paul preaches in Athens at the Areopagus.,altars; gods; idols,ACT17
cn02137,Paul goes to the temple in Athens.,scriptures; Sabbath; synagogue,ACT17
cn02138,Aquila and Priscilla visit with Paul.,tentmaker; Jewish,ACT18
cn02139,Eutychus falls out of a window during Paul's sermon.,dead; midnight; asleep,ACT20
cn02140,Paul is with friends at the harbor.,farewell; ship; port,ACT20
cn02141,Paul is accused at the temple.,arrested; seized,ACT21
cn02142,Soldiers protect Paul from the crowd.,mob; Roman; commander; arrested,ACT21
cn02143,Paul and soldiers are with his accusers.,mob; Roman; commander; arrested,ACT21
cn02144,Paul presents his case to priests.,Sanhedrin,ACT20; ACT21; ACT23
cn02145,Paul and the men journey on horseback.,conversion; persecute,ACT23
cn02146,Agrippa questions Paul.,witness; soldier; king,ACT25
cn02147,Publius' father is healed.,fever; dysentery; Paul,ACT28
cn02148,Paul and the guard meet with visitors.,arrest,ACT28
cn02149,Paul receives gifts for needy believers.,offering; saints,ICO16
cn02150,Paul reads from a scroll.,study,1CO16
cn02151,Tychicus speaks with Paul.,friend; believer; messenger,ACT20; EPH06; COL04; TIT03; 2TI04
cn02152,Paul's conversion: sitting on the road to Damascus,blind; voice; persecute; Jesus,ACT09
cn02153,Paul preaches in the synagogue.,temple; teach,ACT09
cn02154,Stephen is stoned to death.,martyr; murdered,ACT07
cn02155,The believers were being arrested by Saul.,persecution; violent,ACT08
cn02156,Paul is stoned and dragged out of the city.,Jews; persecute,ACT14
co00600,"creation: birds, fish, whale",water; fowl,GEN01
co00601,"creation: animals, birds, man, woman",Eden; garden,GEN01
co00602,creation: trees and plants,vegetation; Eden; garden,GEN01
co00603,"creation: trees, plants, man, woman",vegetation; Eden; garden,GEN01
co00604,"creation: animals, birds, plants, man, woman",garden; Eden,GEN01
co00605,Adam and Eve covered themselves with fig leaves.,shame,GEN03
co00606,Eve listens to the snake.,tempt; satan; deceive,GEN03
co00607,Eve picks the forbidden fruit.,disobedience,GEN03
co00608,Adam eats the forbidden fruit.,disobedience,GEN03
co00609,Adam and Eve cover themselves with fig leaves.,covered; shame,GEN03
co00610,Adam and Eve leave the garden. It is guarded by a flaming sword.,angel; exit; guard,GEN03
co00611,Adam and Eve are afraid.,shame; guilt,GEN03
co00612,Adam and Eve have a baby.,family; Cain,GEN04
co00613,"Adam, Eve, Cain, Abel",family; brothers; lamb,GEN04
co00614,Cain works in the field. Abel prepares an altar.,grain; lamb; brothers,GEN04
co00615,Cain and Abel with their altars and sacrifices.,offering,GEN04
